t	L_x
48 100	9,96547
48 110	9,96524
48 120	9,96565
48 130	9,96636
48 140	9,96618
48 150	9,96574
48 160	9,96574
48 170	9,96568
48 180	9,9655
48 190	9,9663
48 200	9,96629
48 210	9,96662
48 220	9,96632
48 230	9,96555
48 240	9,96493
48 250	9,96558
48 260	9,96538
48 270	9,96547
48 280	9,96652
48 290	9,96666
48 300	9,96595
48 310	9,96517
48 320	9,96541
48 330	9,9664
48 340	9,96711
48 350	9,96567
48 360	9,96537
48 370	9,96571
48 380	9,96582
48 390	9,9653
48 400	9,96653
48 410	9,96674
48 420	9,96725
48 430	9,96631
48 440	9,96567
48 450	9,96543
48 460	9,96624
48 470	9,96602
48 480	9,96634
48 490	9,9661
48 500	9,96562
48 510	9,96593
48 520	9,96646
48 530	9,96582
48 540	9,9659
48 550	9,967
48 560	9,96695
48 570	9,96568
48 580	9,96425
48 590	9,96472
48 600	9,96661
48 610	9,96746
48 620	9,96577
48 630	9,96569
48 640	9,96626
48 650	9,96669
48 660	9,96612
48 670	9,96612
48 680	9,96588
48 690	9,96667
48 700	9,96645
48 710	9,96566
48 720	9,96542
48 730	9,96619
48 740	9,96662
48 750	9,96764
48 760	9,96699
48 770	9,9661
48 780	9,96577
48 790	9,96596
48 800	9,96564
48 810	9,96628
48 820	9,96663
48 830	9,96635
48 840	9,96605
48 850	9,96566
48 860	9,9659
48 870	9,96694
48 880	9,96689
48 890	9,96617
48 900	9,96612
48 910	9,96587
48 920	9,9655
48 930	9,96552
48 940	9,96606
48 950	9,96656
48 960	9,96752
48 970	9,96665
48 980	9,9661
48 990	9,9661
49 000	9,96663
49 010	9,96633
49 020	9,9668
49 030	9,96642
49 040	9,96646
49 050	9,96591
49 060	9,96564
49 070	9,96614
49 080	9,96797
49 090	9,96774
49 100	9,96663
49 110	9,9657
49 120	9,96587
49 130	9,96626
49 140	9,96663
49 150	9,96576
49 160	9,96577
49 170	9,96676
49 180	9,9669
49 190	9,96638
49 200	9,96576
49 210	9,96593
49 220	9,96731
49 230	9,968
49 240	9,96611
49 250	9,96463
49 260	9,96534
49 270	9,9667
49 280	9,96735
49 290	9,96717
49 300	9,96658
49 310	9,96714
49 320	9,96702
49 330	9,96623
49 340	9,96639
49 350	9,96706
49 360	9,96667
49 370	9,96636
49 380	9,96631
49 390	9,96621
49 400	9,96655
49 410	9,96703
49 420	9,96695
49 430	9,96748
49 440	9,96714
49 450	9,96641
49 460	9,96545
49 470	9,96553
49 480	9,96552
49 490	9,96736
49 500	9,9673
49 510	9,9664
49 520	9,96566
49 530	9,96677
49 540	9,96714
49 550	9,9676
49 560	9,96666
49 570	9,96641
49 580	9,9663
49 590	9,96638
49 600	9,96571
49 610	9,9669
49 620	9,96731
49 630	9,96736
49 640	9,96772
49 650	9,96758
49 660	9,96706
49 670	9,96621
49 680	9,9661
49 690	9,96633
49 700	9,96788
49 710	9,96703
49 720	9,96585
49 730	9,96525
49 740	9,96682
49 750	9,96782
49 760	9,9687
49 770	9,96645
49 780	9,9657
49 790	9,96594
49 800	9,96704
49 810	9,96601
49 820	9,96592
49 830	9,9659
49 840	9,96755
49 850	9,96831
49 860	9,96712
49 870	9,96588
49 880	9,96665
49 890	9,96793
49 900	9,96803
49 910	9,96728
49 920	9,96553
49 930	9,96576
49 940	9,96692
49 950	9,96758
49 960	9,96763
49 970	9,96811
49 980	9,96757
49 990	9,96713
50 000	9,96664
50 010	9,96649
50 020	9,96669
50 030	9,96695
50 040	9,96608
50 050	9,96623
50 060	9,96708
50 070	9,96682
50 080	9,96667
50 090	9,96694
50 100	9,96771
50 110	9,96799
50 120	9,96717
50 130	9,96547
50 140	9,9652
50 150	9,96654
50 160	9,96737
50 170	9,96812
50 180	9,96753
50 190	9,96687
50 200	9,96709
50 210	9,96818
50 220	9,96781
50 230	9,96774
50 240	9,9668
50 250	9,96664
50 260	9,96642
50 270	9,96705
50 280	9,96646
50 290	9,96757
50 300	9,96747
50 310	9,96796
50 320	9,96816
50 330	9,96786
50 340	9,96565
50 350	9,96523
50 360	9,96661
50 370	9,96789
50 380	9,96782
50 390	9,96556
50 400	9,96536
50 410	9,96741
50 420	9,96942
50 430	9,96796
50 440	9,96701
50 450	9,96637
